Average of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Min of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Max of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance)
5.74,0,10
